"Gene","Time","Space","logFC","timeNumber","Time_idx","Space_idx"
"N900_RS17905","6h","SI2",-1.0936,6,3,3
"N900_RS17910","6h","SI2",2.7925,6,3,3
"N900_RS17915","6h","SI2",0.61585,6,3,3
"N900_RS17920","6h","SI2",1.6572,6,3,3
"N900_RS17925","6h","SI2",2.332,6,3,3
"N900_RS17930","6h","SI2",2.2609,6,3,3
"N900_RS17945","6h","SI2",2.694,6,3,3
"N900_RS17950","6h","SI2",-0.094458,6,3,3
"N900_RS17955","6h","SI2",1.7723,6,3,3
"N900_RS17960","6h","SI2",4.0335,6,3,3
"N900_RS17965","6h","SI2",-0.16676,6,3,3
"N900_RS17970","6h","SI2",2.2323,6,3,3
"N900_RS17975","6h","SI2",-0.90438,6,3,3
"N900_RS17980","6h","SI2",4.3689,6,3,3
"N900_RS17985","6h","SI2",1.8411,6,3,3
"N900_RS17990","6h","SI2",4.5236,6,3,3
"N900_RS17995","6h","SI2",4.0071,6,3,3
"N900_RS18000","6h","SI2",-0.66851,6,3,3
"N900_RS18005","6h","SI2",3.951,6,3,3
"N900_RS18010","6h","SI2",2.7267,6,3,3
"N900_RS18015","6h","SI2",1.9695,6,3,3
"N900_RS18020","6h","SI2",0.59328,6,3,3
"N900_RS18025","6h","SI2",4.6193,6,3,3
"N900_RS18030","6h","SI2",4.4327,6,3,3
"N900_RS18035","6h","SI2",0.36096,6,3,3
"N900_RS18040","6h","SI2",1.7014,6,3,3
"N900_RS18045","6h","SI2",-0.76847,6,3,3
"N900_RS18050","6h","SI2",2.5958,6,3,3
"N900_RS18055","6h","SI2",3.1165,6,3,3
"N900_RS18060","6h","SI2",5.4213,6,3,3
"N900_RS18065","6h","SI2",0.45393,6,3,3
"N900_RS18070","6h","SI2",1.4539,6,3,3
"N900_RS18075","6h","SI2",3.7967,6,3,3
"N900_RS18080","6h","SI2",1.1514,6,3,3
"N900_RS18085","6h","SI2",3.2636,6,3,3
"N900_RS18090","6h","SI2",4.1179,6,3,3
"N900_RS18095","6h","SI2",0.87028,6,3,3
"N900_RS18105","6h","SI2",1.176,6,3,3
"N900_RS18110","6h","SI2",2.1786,6,3,3
"N900_RS18115","6h","SI2",1.6751,6,3,3
"N900_RS18120","6h","SI2",1.5711,6,3,3
"N900_RS18125","6h","SI2",-1.3638,6,3,3
"N900_RS18130","6h","SI2",3.4628,6,3,3
"N900_RS18135","6h","SI2",2.0326,6,3,3
"N900_RS18140","6h","SI2",0.44822,6,3,3
"N900_RS18145","6h","SI2",0.97501,6,3,3
"N900_RS18150","6h","SI2",2.4004,6,3,3
"N900_RS18155","6h","SI2",-0.058418,6,3,3
"N900_RS18160","6h","SI2",2.7224,6,3,3
"N900_RS18165","6h","SI2",3.4554,6,3,3
"N900_RS18170","6h","SI2",0.44367,6,3,3
"N900_RS18175","6h","SI2",2.0425,6,3,3
"N900_RS18180","6h","SI2",3.3032,6,3,3
"N900_RS18190","6h","SI2",2.3316,6,3,3
"N900_RS18195","6h","SI2",2.2964,6,3,3
"N900_RS18200","6h","SI2",2.7479,6,3,3
"N900_RS18205","6h","SI2",1.6092,6,3,3
"N900_RS18210","6h","SI2",3.42,6,3,3
"N900_RS18215","6h","SI2",2.524,6,3,3
"N900_RS18220","6h","SI2",-1.887,6,3,3
"N900_RS18225","6h","SI2",1.3746,6,3,3
"N900_RS18230","6h","SI2",0.87921,6,3,3
"N900_RS18235","6h","SI2",0.53793,6,3,3
"N900_RS18240","6h","SI2",4.1504,6,3,3
"N900_RS18245","6h","SI2",2.4698,6,3,3
"N900_RS18250","6h","SI2",2.5025,6,3,3
"N900_RS18255","6h","SI2",2.8131,6,3,3
"N900_RS18260","6h","SI2",3.4036,6,3,3
"N900_RS18265","6h","SI2",-0.72386,6,3,3
"N900_RS18270","6h","SI2",2.2172,6,3,3
"N900_RS18280","6h","SI2",1.2596,6,3,3
"N900_RS18285","6h","SI2",-0.45474,6,3,3
"N900_RS18290","6h","SI2",1.5891,6,3,3
"N900_RS18295","6h","SI2",3.8896,6,3,3
"N900_RS18300","6h","SI2",4.1913,6,3,3
"N900_RS18305","6h","SI2",-0.71666,6,3,3
"N900_RS18310","6h","SI2",1.7518,6,3,3
"N900_RS18315","6h","SI2",-1.5336,6,3,3
"N900_RS18320","6h","SI2",1.6972,6,3,3
"N900_RS18325","6h","SI2",-0.85192,6,3,3
"N900_RS18330","6h","SI2",-0.51392,6,3,3
"N900_RS18340","6h","SI2",1.9857,6,3,3
"N900_RS18345","6h","SI2",2.6916,6,3,3
"N900_RS18350","6h","SI2",-0.46979,6,3,3
"N900_RS18355","6h","SI2",5.028,6,3,3
"N900_RS18360","6h","SI2",1.6701,6,3,3
"N900_RS18365","6h","SI2",2.4358,6,3,3
"N900_RS18370","6h","SI2",0.79995,6,3,3
"N900_RS18375","6h","SI2",2.9108,6,3,3
"N900_RS18380","6h","SI2",2.3315,6,3,3
"N900_RS18385","6h","SI2",3.0255,6,3,3
"N900_RS18390","6h","SI2",2.068,6,3,3
"N900_RS18395","6h","SI2",-1.1437,6,3,3
"N900_RS18400","6h","SI2",2.0548,6,3,3
"N900_RS18405","6h","SI2",1.5516,6,3,3
"N900_RS18410","6h","SI2",3.9633,6,3,3
"N900_RS18415","6h","SI2",1.6379,6,3,3
"N900_RS18420","6h","SI2",1.674,6,3,3
"N900_RS18425","6h","SI2",2.0409,6,3,3
"N900_RS18430","6h","SI2",-0.42814,6,3,3
"N900_RS18435","6h","SI2",2.5713,6,3,3
"N900_RS18440","6h","SI2",2.4529,6,3,3
"N900_RS18445","6h","SI2",0.0042225,6,3,3
"N900_RS18450","6h","SI2",5.5313,6,3,3
"N900_RS18455","6h","SI2",3.7218,6,3,3
"N900_RS18460","6h","SI2",1.4274,6,3,3
"N900_RS18465","6h","SI2",1.4991,6,3,3
"N900_RS18470","6h","SI2",5.3963,6,3,3
"N900_RS18475","6h","SI2",2.7838,6,3,3
"N900_RS18480","6h","SI2",-0.21311,6,3,3
"N900_RS18485","6h","SI2",2.1143,6,3,3
"N900_RS18490","6h","SI2",3.8497,6,3,3
"N900_RS18495","6h","SI2",-0.28399,6,3,3
"N900_RS18500","6h","SI2",4.0218,6,3,3
"N900_RS18505","6h","SI2",3.2252,6,3,3
"N900_RS18510","6h","SI2",4.421,6,3,3
"N900_RS18515","6h","SI2",1.2255,6,3,3
"N900_RS18520","6h","SI2",0.2309,6,3,3
"N900_RS18525","6h","SI2",-0.94237,6,3,3
"N900_RS18530","6h","SI2",1.8225,6,3,3
"N900_RS18535","6h","SI2",3.0603,6,3,3
"N900_RS18540","6h","SI2",0.40262,6,3,3
"N900_RS18545","6h","SI2",0.82099,6,3,3
"N900_RS18550","6h","SI2",2.5339,6,3,3
"N900_RS18555","6h","SI2",0.1974,6,3,3
"N900_RS18560","6h","SI2",1.3925,6,3,3
"N900_RS18565","6h","SI2",3.017,6,3,3
"N900_RS18570","6h","SI2",-0.63626,6,3,3
"N900_RS18575","6h","SI2",1.4852,6,3,3
"N900_RS18580","6h","SI2",0.58603,6,3,3
"N900_RS18585","6h","SI2",0.58232,6,3,3
"N900_RS18590","6h","SI2",-0.20725,6,3,3
"N900_RS18595","6h","SI2",2.5611,6,3,3
"N900_RS18600","6h","SI2",-1.1773,6,3,3
"N900_RS18605","6h","SI2",0.078094,6,3,3
"N900_RS18610","6h","SI2",3.0348,6,3,3
"N900_RS18615","6h","SI2",3.4534,6,3,3
"N900_RS18620","6h","SI2",2.2099,6,3,3
"N900_RS18625","6h","SI2",1.2721,6,3,3
"N900_RS18630","6h","SI2",2.0177,6,3,3
"N900_RS18635","6h","SI2",2.1698,6,3,3
"N900_RS18640","6h","SI2",2.8859,6,3,3
"N900_RS18645","6h","SI2",2.6969,6,3,3
"N900_RS18650","6h","SI2",3.0524,6,3,3
"N900_RS18655","6h","SI2",4.5454,6,3,3
"N900_RS18660","6h","SI2",5.5671,6,3,3
"N900_RS18670","6h","SI2",-0.52701,6,3,3
"N900_RS18675","6h","SI2",2.2289,6,3,3
"N900_RS18680","6h","SI2",2.2003,6,3,3
"N900_RS18685","6h","SI2",2.2718,6,3,3
"N900_RS18690","6h","SI2",2.1205,6,3,3
"N900_RS18695","6h","SI2",2.2914,6,3,3
"N900_RS18700","6h","SI2",4.2033,6,3,3
"N900_RS18705","6h","SI2",3.6754,6,3,3
"N900_RS18710","6h","SI2",3.6511,6,3,3
"N900_RS18715","6h","SI2",2.8863,6,3,3
"N900_RS18720","6h","SI2",3.3737,6,3,3
"N900_RS18725","6h","SI2",0.02442,6,3,3
"N900_RS18730","6h","SI2",0.83367,6,3,3
"N900_RS18735","6h","SI2",2.0138,6,3,3
"N900_RS18740","6h","SI2",2.5707,6,3,3
"N900_RS18745","6h","SI2",-2.0687,6,3,3
"N900_RS18750","6h","SI2",2.8129,6,3,3
"N900_RS18755","6h","SI2",0.21328,6,3,3
"N900_RS18760","6h","SI2",-1.7619,6,3,3
"N900_RS18765","6h","SI2",-0.70846,6,3,3
"N900_RS18770","6h","SI2",0.0013379,6,3,3
"N900_RS18775","6h","SI2",1.31,6,3,3
"N900_RS18780","6h","SI2",-0.62476,6,3,3
"N900_RS18785","6h","SI2",3.2171,6,3,3
"N900_RS18790","6h","SI2",1.1333,6,3,3
"N900_RS18795","6h","SI2",3.597,6,3,3
"N900_RS18800","6h","SI2",2.4839,6,3,3
"N900_RS18805","6h","SI2",3.864,6,3,3
"N900_RS18810","6h","SI2",3.3983,6,3,3
"N900_RS18815","6h","SI2",0.13793,6,3,3
"N900_RS18825","6h","SI2",3.5016,6,3,3
"N900_RS18830","6h","SI2",-0.51039,6,3,3
"N900_RS18835","6h","SI2",1.1057,6,3,3
"N900_RS18840","6h","SI2",2.9094,6,3,3
"N900_RS18845","6h","SI2",2.4493,6,3,3
"N900_RS18850","6h","SI2",1.8547,6,3,3
"N900_RS18855","6h","SI2",3.4834,6,3,3
"N900_RS18860","6h","SI2",3.0592,6,3,3
"N900_RS18865","6h","SI2",3.1246,6,3,3
"N900_RS18870","6h","SI2",0.77023,6,3,3
"N900_RS18880","6h","SI2",2.5147,6,3,3
"N900_RS18885","6h","SI2",3.8495,6,3,3
"N900_RS18900","6h","SI2",0.3533,6,3,3
"N900_RS18905","6h","SI2",3.829,6,3,3
"N900_RS18910","6h","SI2",3.9508,6,3,3
"N900_RS18915","6h","SI2",2.0029,6,3,3
"N900_RS18920","6h","SI2",1.386,6,3,3
"N900_RS18925","6h","SI2",2.1944,6,3,3
"N900_RS18930","6h","SI2",1.9181,6,3,3
"N900_RS18935","6h","SI2",0.22401,6,3,3
"N900_RS18940","6h","SI2",5.0351,6,3,3
"N900_RS18945","6h","SI2",0.45246,6,3,3
"N900_RS18950","6h","SI2",2.7892,6,3,3
"N900_RS18955","6h","SI2",1.1939,6,3,3
"N900_RS18960","6h","SI2",2.513,6,3,3
"N900_RS18965","6h","SI2",4.1059,6,3,3
"N900_RS18970","6h","SI2",1.5955,6,3,3
"N900_RS18975","6h","SI2",2.0925,6,3,3
"N900_RS18980","6h","SI2",1.8316,6,3,3
"N900_RS18995","6h","SI2",1.9531,6,3,3
"N900_RS19010","6h","SI2",1.4288,6,3,3
"N900_RS19020","6h","SI2",4.7531,6,3,3
"N900_RS19025","6h","SI2",2.7709,6,3,3
"N900_RS19030","6h","SI2",3.3532,6,3,3
"N900_RS19045","6h","SI2",0.67694,6,3,3
"N900_RS19050","6h","SI2",3.0696,6,3,3
"N900_RS19060","6h","SI2",4.6582,6,3,3
"N900_RS19070","6h","SI2",-1.4941,6,3,3
"N900_RS19085","6h","SI2",4.342,6,3,3
"N900_RS19090","6h","SI2",3.2215,6,3,3
"N900_RS19095","6h","SI2",1.9323,6,3,3
"N900_RS19100","6h","SI2",-1.0057,6,3,3
"N900_RS19120","6h","SI2",-1.7278,6,3,3
"N900_RS19130","6h","SI2",2.4625,6,3,3
"N900_RS19135","6h","SI2",0.3379,6,3,3
"N900_RS19140","6h","SI2",2.2279,6,3,3
"N900_RS19145","6h","SI2",-0.80677,6,3,3
"N900_RS19150","6h","SI2",-0.6616,6,3,3
"N900_RS19155","6h","SI2",2.2555,6,3,3
"N900_RS19160","6h","SI2",-0.92346,6,3,3
"N900_RS19185","6h","SI2",1.8938,6,3,3
"N900_RS19190","6h","SI2",2.6491,6,3,3
"N900_RS19215","6h","SI2",-0.53045,6,3,3
"N900_RS19220","6h","SI2",4.4597,6,3,3
"N900_RS19225","6h","SI2",-0.91314,6,3,3
"N900_RS19235","6h","SI2",-1.1932,6,3,3
"N900_RS19240","6h","SI2",-1.4822,6,3,3
"N900_RS19250","6h","SI2",-1.5549,6,3,3
"N900_RS19265","6h","SI2",0.20665,6,3,3
"N900_RS19270","6h","SI2",-0.81178,6,3,3
"N900_RS19280","6h","SI2",3.3516,6,3,3
"N900_RS19285","6h","SI2",1.207,6,3,3
"N900_RS19305","6h","SI2",0.36848,6,3,3
"N900_RS19310","6h","SI2",2.3785,6,3,3
"N900_RS19320","6h","SI2",-1.3952,6,3,3
"N900_RS19325","6h","SI2",2.3561,6,3,3
"N900_RS19335","6h","SI2",-1.203,6,3,3
"N900_RS19340","6h","SI2",4.0053,6,3,3
"N900_RS19350","6h","SI2",-0.39619,6,3,3
"N900_RS19355","6h","SI2",1.7436,6,3,3
"N900_RS19370","6h","SI2",1.0795,6,3,3
"N900_RS19380","6h","SI2",1.5731,6,3,3
"N900_RS19385","6h","SI2",-0.86535,6,3,3
"N900_RS19390","6h","SI2",1.3556,6,3,3
"N900_RS19395","6h","SI2",-0.9901,6,3,3
"N900_RS19410","6h","SI2",-1.0603,6,3,3
"N900_RS19435","6h","SI2",1.3772,6,3,3
"N900_RS19450","6h","SI2",1.8342,6,3,3
"N900_RS19500","6h","SI2",0.84025,6,3,3
"N900_RS19530","6h","SI2",1.1486,6,3,3
"N900_RS19540","6h","SI2",2.0335,6,3,3
"N900_RS19565","6h","SI2",2.3881,6,3,3
"N900_RS19580","6h","SI2",-0.83668,6,3,3
"N900_RS19610","6h","SI2",-2.3125,6,3,3
"N900_RS19620","6h","SI2",1.5072,6,3,3
"N900_RS19685","6h","SI2",-0.0106,6,3,3
"N900_RS19690","6h","SI2",-0.9116,6,3,3
"N900_RS19700","6h","SI2",-1.3424,6,3,3
"N900_RS19705","6h","SI2",-0.273,6,3,3
"N900_RS19725","6h","SI2",4.638,6,3,3
"N900_RS19740","6h","SI2",2.9596,6,3,3
"N900_RS19745","6h","SI2",2.4725,6,3,3
"N900_RS19750","6h","SI2",0.52638,6,3,3
"N900_RS19755","6h","SI2",2.2125,6,3,3
"N900_RS19760","6h","SI2",-0.73986,6,3,3
"N900_RS19775","6h","SI2",-1.3495,6,3,3
"N900_RS19785","6h","SI2",2.9142,6,3,3
"N900_RS19805","6h","SI2",-0.99976,6,3,3
"N900_RS19810","6h","SI2",1.0321,6,3,3
"N900_RS19820","6h","SI2",2.3085,6,3,3
"N900_RS19830","6h","SI2",-1.3173,6,3,3
"N900_RS19840","6h","SI2",1.8021,6,3,3
"N900_RS19855","6h","SI2",2.5634,6,3,3
"N900_RS19860","6h","SI2",0.70222,6,3,3
"N900_RS19875","6h","SI2",0.38784,6,3,3
"N900_RS19880","6h","SI2",0.17025,6,3,3
"N900_RS19890","6h","SI2",0.42505,6,3,3
"N900_RS19895","6h","SI2",-0.3191,6,3,3
"N900_RS19930","6h","SI2",1.9801,6,3,3
"N900_RS19940","6h","SI2",-0.68498,6,3,3
"N900_RS19965","6h","SI2",-1.5287,6,3,3
"N900_RS20000","6h","SI2",-0.5062,6,3,3
"N900_RS20005","6h","SI2",4.912,6,3,3
"N900_RS20035","6h","SI2",-0.96186,6,3,3
"N900_RS20040","6h","SI2",2.6176,6,3,3
"N900_RS20090","6h","SI2",2.5882,6,3,3
"N900_RS20095","6h","SI2",-1.4794,6,3,3
"N900_RS20100","6h","SI2",0.51828,6,3,3
"N900_RS00015","6h","SI3",2.1148,6,3,4
"N900_RS00025","6h","SI3",2.4604,6,3,4
"N900_RS00040","6h","SI3",2.6033,6,3,4
"N900_RS00045","6h","SI3",5.2087,6,3,4
"N900_RS00050","6h","SI3",3.2411,6,3,4
"N900_RS00065","6h","SI3",0.88435,6,3,4
"N900_RS00075","6h","SI3",2.5788,6,3,4
"N900_RS00085","6h","SI3",2.8636,6,3,4
"N900_RS00090","6h","SI3",1.2567,6,3,4
"N900_RS00105","6h","SI3",3.1468,6,3,4
"N900_RS00110","6h","SI3",2.2889,6,3,4
"N900_RS00120","6h","SI3",0.47594,6,3,4
"N900_RS00125","6h","SI3",2.726,6,3,4
"N900_RS00130","6h","SI3",3.026,6,3,4
"N900_RS00135","6h","SI3",3.9156,6,3,4
"N900_RS00140","6h","SI3",5.1084,6,3,4
"N900_RS00145","6h","SI3",4.6042,6,3,4
"N900_RS00150","6h","SI3",3.5886,6,3,4
"N900_RS00155","6h","SI3",3.086,6,3,4
"N900_RS00160","6h","SI3",2.4412,6,3,4
"N900_RS00165","6h","SI3",0.84571,6,3,4
"N900_RS00170","6h","SI3",2.5725,6,3,4
"N900_RS00175","6h","SI3",1.2662,6,3,4
"N900_RS00180","6h","SI3",-0.46209,6,3,4
"N900_RS00185","6h","SI3",2.7532,6,3,4
"N900_RS00190","6h","SI3",2.3444,6,3,4
"N900_RS00195","6h","SI3",3.182,6,3,4
"N900_RS00200","6h","SI3",1.7786,6,3,4
"N900_RS00205","6h","SI3",3.9164,6,3,4
"N900_RS00215","6h","SI3",3.0195,6,3,4
"N900_RS00225","6h","SI3",4.0094,6,3,4
"N900_RS00230","6h","SI3",2.6195,6,3,4
"N900_RS00235","6h","SI3",2.6955,6,3,4
"N900_RS00240","6h","SI3",2.7894,6,3,4
"N900_RS00245","6h","SI3",3.8909,6,3,4
"N900_RS00250","6h","SI3",1.2872,6,3,4
"N900_RS00255","6h","SI3",-1.516,6,3,4
"N900_RS00260","6h","SI3",2.0982,6,3,4
"N900_RS00265","6h","SI3",-1.3602,6,3,4
"N900_RS00270","6h","SI3",1.0357,6,3,4
"N900_RS00275","6h","SI3",2.4891,6,3,4
"N900_RS00280","6h","SI3",3.4659,6,3,4
"N900_RS00320","6h","SI3",3.4971,6,3,4
"N900_RS00325","6h","SI3",3.9295,6,3,4
"N900_RS00330","6h","SI3",1.9686,6,3,4
"N900_RS00335","6h","SI3",-0.48317,6,3,4
"N900_RS00340","6h","SI3",2.1461,6,3,4
"N900_RS00345","6h","SI3",3.4183,6,3,4
"N900_RS00350","6h","SI3",3.3297,6,3,4
"N900_RS00355","6h","SI3",1.4291,6,3,4
"N900_RS00360","6h","SI3",1.6791,6,3,4
"N900_RS00365","6h","SI3",3.5084,6,3,4
"N900_RS00370","6h","SI3",-0.64829,6,3,4
"N900_RS00375","6h","SI3",-0.90662,6,3,4
"N900_RS00380","6h","SI3",3.0467,6,3,4
"N900_RS00385","6h","SI3",3.3238,6,3,4
"N900_RS00390","6h","SI3",-1.9855,6,3,4
"N900_RS00395","6h","SI3",3.9035,6,3,4
"N900_RS00400","6h","SI3",1.8556,6,3,4
"N900_RS00410","6h","SI3",-0.73645,6,3,4
"N900_RS00415","6h","SI3",2.609,6,3,4
"N900_RS00420","6h","SI3",-0.81198,6,3,4
"N900_RS00425","6h","SI3",4.29,6,3,4
"N900_RS00430","6h","SI3",3.0258,6,3,4
"N900_RS00440","6h","SI3",-0.060119,6,3,4
"N900_RS00450","6h","SI3",1.5159,6,3,4
"N900_RS00455","6h","SI3",2.9587,6,3,4
"N900_RS00460","6h","SI3",4.9582,6,3,4
"N900_RS00465","6h","SI3",2.3091,6,3,4
"N900_RS00470","6h","SI3",1.1835,6,3,4
"N900_RS00475","6h","SI3",5.891,6,3,4
"N900_RS00480","6h","SI3",0.75209,6,3,4
"N900_RS00485","6h","SI3",2.2253,6,3,4
"N900_RS00490","6h","SI3",3.3097,6,3,4
"N900_RS00495","6h","SI3",1.8688,6,3,4
"N900_RS00505","6h","SI3",0.62122,6,3,4
"N900_RS00510","6h","SI3",2.4642,6,3,4
"N900_RS00515","6h","SI3",3.7503,6,3,4
"N900_RS00520","6h","SI3",0.73135,6,3,4
"N900_RS00525","6h","SI3",0.11356,6,3,4
"N900_RS00530","6h","SI3",-1.6215,6,3,4
"N900_RS00540","6h","SI3",1.0965,6,3,4
"N900_RS00555","6h","SI3",-0.20622,6,3,4
"N900_RS00560","6h","SI3",3.2321,6,3,4
"N900_RS00565","6h","SI3",3.4034,6,3,4
"N900_RS00570","6h","SI3",-0.45333,6,3,4
"N900_RS00575","6h","SI3",3.2655,6,3,4
"N900_RS00580","6h","SI3",-1.2157,6,3,4
"N900_RS00585","6h","SI3",2.5031,6,3,4
"N900_RS00600","6h","SI3",-0.32764,6,3,4
"N900_RS00605","6h","SI3",2.4313,6,3,4
"N900_RS00610","6h","SI3",1.2514,6,3,4
"N900_RS00615","6h","SI3",2.0481,6,3,4
"N900_RS00620","6h","SI3",2.215,6,3,4
"N900_RS00630","6h","SI3",2.7043,6,3,4
"N900_RS00635","6h","SI3",-1.0817,6,3,4
"N900_RS00640","6h","SI3",2.6708,6,3,4
"N900_RS00645","6h","SI3",2.8767,6,3,4
"N900_RS00650","6h","SI3",3.083,6,3,4
"N900_RS00655","6h","SI3",2.6193,6,3,4
"N900_RS00660","6h","SI3",1.4815,6,3,4
"N900_RS00665","6h","SI3",2.5767,6,3,4
"N900_RS00670","6h","SI3",3.7803,6,3,4
"N900_RS00675","6h","SI3",3.5722,6,3,4
"N900_RS00680","6h","SI3",2.4824,6,3,4
"N900_RS00685","6h","SI3",3.7101,6,3,4
"N900_RS00690","6h","SI3",1.862,6,3,4
"N900_RS00695","6h","SI3",4.249,6,3,4
"N900_RS00705","6h","SI3",0.25505,6,3,4
"N900_RS00710","6h","SI3",1.9783,6,3,4
"N900_RS00715","6h","SI3",0.29283,6,3,4
"N900_RS00720","6h","SI3",-0.19664,6,3,4
"N900_RS00730","6h","SI3",0.0056002,6,3,4
"N900_RS00735","6h","SI3",3.3759,6,3,4
"N900_RS00745","6h","SI3",3.3256,6,3,4
"N900_RS00750","6h","SI3",3.118,6,3,4
"N900_RS00755","6h","SI3",2.2745,6,3,4
"N900_RS00760","6h","SI3",3.2322,6,3,4
"N900_RS00765","6h","SI3",1.1522,6,3,4
"N900_RS00770","6h","SI3",2.4262,6,3,4
"N900_RS00780","6h","SI3",2.4522,6,3,4
"N900_RS00810","6h","SI3",2.1919,6,3,4
"N900_RS00815","6h","SI3",2.0414,6,3,4
"N900_RS00820","6h","SI3",0.61317,6,3,4
"N900_RS00825","6h","SI3",2.5146,6,3,4
"N900_RS00830","6h","SI3",-0.2055,6,3,4
"N900_RS00835","6h","SI3",1.2454,6,3,4
"N900_RS00840","6h","SI3",1.0695,6,3,4
"N900_RS00845","6h","SI3",2.6736,6,3,4
"N900_RS00850","6h","SI3",-0.42999,6,3,4
"N900_RS00855","6h","SI3",1.007,6,3,4
"N900_RS00860","6h","SI3",3.487,6,3,4
"N900_RS00865","6h","SI3",2.5742,6,3,4
"N900_RS00870","6h","SI3",1.5916,6,3,4
"N900_RS00875","6h","SI3",2.1189,6,3,4
"N900_RS00880","6h","SI3",-0.94219,6,3,4
"N900_RS00885","6h","SI3",2.4487,6,3,4
"N900_RS00890","6h","SI3",2.5309,6,3,4
"N900_RS00895","6h","SI3",3.4011,6,3,4
"N900_RS00900","6h","SI3",3.4576,6,3,4
"N900_RS00905","6h","SI3",3.4943,6,3,4
"N900_RS00910","6h","SI3",3.4926,6,3,4
"N900_RS00915","6h","SI3",0.17645,6,3,4
"N900_RS00920","6h","SI3",3.4983,6,3,4
"N900_RS00925","6h","SI3",0.0006798,6,3,4
"N900_RS00930","6h","SI3",2.5459,6,3,4
"N900_RS00940","6h","SI3",2.1553,6,3,4
"N900_RS00945","6h","SI3",2.3555,6,3,4
"N900_RS00950","6h","SI3",0.87315,6,3,4
"N900_RS00955","6h","SI3",3.3279,6,3,4
"N900_RS00960","6h","SI3",-0.82689,6,3,4
"N900_RS00970","6h","SI3",-0.29744,6,3,4
"N900_RS00975","6h","SI3",2.1199,6,3,4
"N900_RS00980","6h","SI3",3.74,6,3,4
"N900_RS00985","6h","SI3",2.3836,6,3,4
"N900_RS00990","6h","SI3",2.7398,6,3,4
"N900_RS00995","6h","SI3",2.2472,6,3,4
"N900_RS01000","6h","SI3",1.5287,6,3,4
"N900_RS01005","6h","SI3",2.755,6,3,4
"N900_RS01015","6h","SI3",1.6338,6,3,4
"N900_RS01025","6h","SI3",-0.51245,6,3,4
"N900_RS01030","6h","SI3",3.0854,6,3,4
"N900_RS01035","6h","SI3",-1.6395,6,3,4
"N900_RS01040","6h","SI3",2.8862,6,3,4
"N900_RS01045","6h","SI3",4.3201,6,3,4
"N900_RS01050","6h","SI3",0.19104,6,3,4
"N900_RS01065","6h","SI3",5.2623,6,3,4
"N900_RS01070","6h","SI3",-0.68722,6,3,4
"N900_RS01075","6h","SI3",1.8088,6,3,4
"N900_RS01080","6h","SI3",4.1366,6,3,4
"N900_RS01085","6h","SI3",3.1733,6,3,4
"N900_RS01090","6h","SI3",2.4099,6,3,4
"N900_RS01095","6h","SI3",1.3188,6,3,4
"N900_RS01100","6h","SI3",1.3343,6,3,4
"N900_RS01105","6h","SI3",4.5082,6,3,4
"N900_RS01110","6h","SI3",0.8719,6,3,4
"N900_RS01115","6h","SI3",5.1215,6,3,4
"N900_RS01120","6h","SI3",1.9901,6,3,4
"N900_RS01125","6h","SI3",-1.7822,6,3,4
"N900_RS01130","6h","SI3",2.2765,6,3,4
"N900_RS01135","6h","SI3",2.4505,6,3,4
"N900_RS01140","6h","SI3",1.6654,6,3,4
"N900_RS01145","6h","SI3",0.72279,6,3,4
"N900_RS01150","6h","SI3",2.709,6,3,4
"N900_RS01155","6h","SI3",2.779,6,3,4
"N900_RS01165","6h","SI3",2.6217,6,3,4
"N900_RS01175","6h","SI3",4.0904,6,3,4
"N900_RS01180","6h","SI3",-1.1661,6,3,4
"N900_RS01185","6h","SI3",4.1249,6,3,4
"N900_RS01190","6h","SI3",2.3267,6,3,4
"N900_RS01195","6h","SI3",2.6561,6,3,4
"N900_RS01200","6h","SI3",3.044,6,3,4
"N900_RS01205","6h","SI3",1.0114,6,3,4
"N900_RS01210","6h","SI3",3.6164,6,3,4
"N900_RS01215","6h","SI3",3.2778,6,3,4
"N900_RS01220","6h","SI3",2.4004,6,3,4
"N900_RS01235","6h","SI3",1.4479,6,3,4
"N900_RS01240","6h","SI3",1.0243,6,3,4
"N900_RS01245","6h","SI3",-0.55355,6,3,4
"N900_RS01250","6h","SI3",0.58519,6,3,4
"N900_RS01255","6h","SI3",-0.19831,6,3,4
"N900_RS01260","6h","SI3",3.6929,6,3,4
"N900_RS01265","6h","SI3",0.38425,6,3,4
"N900_RS01270","6h","SI3",-0.19769,6,3,4
"N900_RS01275","6h","SI3",-1.5003,6,3,4
"N900_RS01280","6h","SI3",3.3881,6,3,4
"N900_RS01285","6h","SI3",2.4931,6,3,4
"N900_RS01290","6h","SI3",3.5055,6,3,4
"N900_RS01295","6h","SI3",1.2111,6,3,4
"N900_RS01300","6h","SI3",2.6143,6,3,4
"N900_RS01305","6h","SI3",4.3487,6,3,4
"N900_RS01310","6h","SI3",3.0984,6,3,4
"N900_RS01315","6h","SI3",3.4675,6,3,4
"N900_RS01320","6h","SI3",2.0634,6,3,4
"N900_RS01325","6h","SI3",-0.73073,6,3,4
"N900_RS01330","6h","SI3",0.56529,6,3,4
"N900_RS01335","6h","SI3",2.6403,6,3,4
"N900_RS01340","6h","SI3",3.6695,6,3,4
"N900_RS01345","6h","SI3",3.9356,6,3,4
"N900_RS01355","6h","SI3",1.9211,6,3,4
"N900_RS01360","6h","SI3",2.525,6,3,4
