"Gene","Time","Space","logFC","timeNumber","Time_idx","Space_idx"
"N900_RS14755","6h","SI2",3.2965,6,3,3
"N900_RS14760","6h","SI2",-1.7206,6,3,3
"N900_RS14765","6h","SI2",3.8826,6,3,3
"N900_RS14770","6h","SI2",2.7159,6,3,3
"N900_RS14775","6h","SI2",0.86743,6,3,3
"N900_RS14785","6h","SI2",2.4966,6,3,3
"N900_RS14795","6h","SI2",3.0106,6,3,3
"N900_RS14800","6h","SI2",-0.54279,6,3,3
"N900_RS14805","6h","SI2",3.8519,6,3,3
"N900_RS14810","6h","SI2",1.7186,6,3,3
"N900_RS14815","6h","SI2",1.4118,6,3,3
"N900_RS14820","6h","SI2",1.3802,6,3,3
"N900_RS14825","6h","SI2",-0.3228,6,3,3
"N900_RS14830","6h","SI2",1.9342,6,3,3
"N900_RS14835","6h","SI2",2.7791,6,3,3
"N900_RS14840","6h","SI2",3.9761,6,3,3
"N900_RS14845","6h","SI2",1.2614,6,3,3
"N900_RS14850","6h","SI2",3.2568,6,3,3
"N900_RS14855","6h","SI2",1.9355,6,3,3
"N900_RS14860","6h","SI2",1.9972,6,3,3
"N900_RS14865","6h","SI2",2.1799,6,3,3
"N900_RS14870","6h","SI2",1.4889,6,3,3
"N900_RS14875","6h","SI2",2.7679,6,3,3
"N900_RS14885","6h","SI2",-1.1518,6,3,3
"N900_RS14890","6h","SI2",1.9543,6,3,3
"N900_RS14895","6h","SI2",2.5992,6,3,3
"N900_RS14900","6h","SI2",3.8156,6,3,3
"N900_RS14905","6h","SI2",1.8343,6,3,3
"N900_RS14910","6h","SI2",1.6645,6,3,3
"N900_RS14915","6h","SI2",0.58277,6,3,3
"N900_RS14920","6h","SI2",2.4511,6,3,3
"N900_RS14925","6h","SI2",2.9185,6,3,3
"N900_RS14930","6h","SI2",1.814,6,3,3
"N900_RS14935","6h","SI2",-1.2141,6,3,3
"N900_RS14940","6h","SI2",3.6756,6,3,3
"N900_RS14945","6h","SI2",-2.1971,6,3,3
"N900_RS14950","6h","SI2",1.7099,6,3,3
"N900_RS14955","6h","SI2",4.1407,6,3,3
"N900_RS14960","6h","SI2",-1.6726,6,3,3
"N900_RS14970","6h","SI2",3.2413,6,3,3
"N900_RS14975","6h","SI2",0.91002,6,3,3
"N900_RS14990","6h","SI2",1.4254,6,3,3
"N900_RS14995","6h","SI2",2.0602,6,3,3
"N900_RS15000","6h","SI2",1.402,6,3,3
"N900_RS15005","6h","SI2",3.4128,6,3,3
"N900_RS15010","6h","SI2",2.7712,6,3,3
"N900_RS15015","6h","SI2",0.9733,6,3,3
"N900_RS15025","6h","SI2",4.2054,6,3,3
"N900_RS15030","6h","SI2",1.8361,6,3,3
"N900_RS15035","6h","SI2",1.1861,6,3,3
"N900_RS15040","6h","SI2",2.2106,6,3,3
"N900_RS15045","6h","SI2",0.24214,6,3,3
"N900_RS15050","6h","SI2",4.6274,6,3,3
"N900_RS15055","6h","SI2",1.758,6,3,3
"N900_RS15060","6h","SI2",3.4851,6,3,3
"N900_RS15065","6h","SI2",3.9183,6,3,3
"N900_RS15070","6h","SI2",2.7505,6,3,3
"N900_RS15075","6h","SI2",-1.4311,6,3,3
"N900_RS15080","6h","SI2",3.4882,6,3,3
"N900_RS15085","6h","SI2",1.5201,6,3,3
"N900_RS15090","6h","SI2",0.78747,6,3,3
"N900_RS15095","6h","SI2",2.043,6,3,3
"N900_RS15100","6h","SI2",3.1996,6,3,3
"N900_RS15105","6h","SI2",-1.0813,6,3,3
"N900_RS15110","6h","SI2",2.1121,6,3,3
"N900_RS15115","6h","SI2",-1.4251,6,3,3
"N900_RS15120","6h","SI2",2.8722,6,3,3
"N900_RS15125","6h","SI2",2.8728,6,3,3
"N900_RS15130","6h","SI2",-1.1867,6,3,3
"N900_RS15135","6h","SI2",0.32542,6,3,3
"N900_RS15140","6h","SI2",3.5794,6,3,3
"N900_RS15145","6h","SI2",-1.4937,6,3,3
"N900_RS15150","6h","SI2",-0.11183,6,3,3
"N900_RS15155","6h","SI2",0.98007,6,3,3
"N900_RS15160","6h","SI2",2.0421,6,3,3
"N900_RS15165","6h","SI2",0.97463,6,3,3
"N900_RS15170","6h","SI2",-0.94528,6,3,3
"N900_RS15175","6h","SI2",2.0947,6,3,3
"N900_RS15180","6h","SI2",3.1461,6,3,3
"N900_RS15185","6h","SI2",3.3188,6,3,3
"N900_RS15190","6h","SI2",1.8182,6,3,3
"N900_RS15195","6h","SI2",3.142,6,3,3
"N900_RS15200","6h","SI2",2.6528,6,3,3
"N900_RS15205","6h","SI2",3.5202,6,3,3
"N900_RS15210","6h","SI2",2.7875,6,3,3
"N900_RS15215","6h","SI2",3.2323,6,3,3
"N900_RS15220","6h","SI2",1.5547,6,3,3
"N900_RS15225","6h","SI2",2.7437,6,3,3
"N900_RS15230","6h","SI2",0.9133,6,3,3
"N900_RS15235","6h","SI2",4.4828,6,3,3
"N900_RS15240","6h","SI2",2.6915,6,3,3
"N900_RS15245","6h","SI2",2.5346,6,3,3
"N900_RS15250","6h","SI2",-1.9824,6,3,3
"N900_RS15255","6h","SI2",3.0745,6,3,3
"N900_RS15260","6h","SI2",2.2642,6,3,3
"N900_RS15265","6h","SI2",1.4235,6,3,3
"N900_RS15270","6h","SI2",-0.66035,6,3,3
"N900_RS15275","6h","SI2",3.459,6,3,3
"N900_RS15280","6h","SI2",1.9982,6,3,3
"N900_RS15285","6h","SI2",3.433,6,3,3
"N900_RS15295","6h","SI2",2.3827,6,3,3
"N900_RS15300","6h","SI2",0.20036,6,3,3
"N900_RS15305","6h","SI2",3.5344,6,3,3
"N900_RS15315","6h","SI2",2.0431,6,3,3
"N900_RS15320","6h","SI2",1.7797,6,3,3
"N900_RS15330","6h","SI2",-0.23658,6,3,3
"N900_RS15335","6h","SI2",0.027316,6,3,3
"N900_RS15340","6h","SI2",1.8121,6,3,3
"N900_RS15370","6h","SI2",0.63336,6,3,3
"N900_RS15375","6h","SI2",0.5818,6,3,3
"N900_RS15390","6h","SI2",0.93812,6,3,3
"N900_RS15395","6h","SI2",0.69532,6,3,3
"N900_RS15400","6h","SI2",1.7867,6,3,3
"N900_RS15415","6h","SI2",-1.7986,6,3,3
"N900_RS15430","6h","SI2",0.832,6,3,3
"N900_RS15435","6h","SI2",2.1742,6,3,3
"N900_RS15440","6h","SI2",1.4714,6,3,3
"N900_RS15445","6h","SI2",0.28139,6,3,3
"N900_RS15460","6h","SI2",-1.2287,6,3,3
"N900_RS15480","6h","SI2",-0.21856,6,3,3
"N900_RS15500","6h","SI2",0.012939,6,3,3
"N900_RS15510","6h","SI2",3.5623,6,3,3
"N900_RS15545","6h","SI2",1.6235,6,3,3
"N900_RS15550","6h","SI2",-0.36795,6,3,3
"N900_RS15555","6h","SI2",1.4598,6,3,3
"N900_RS15565","6h","SI2",-0.22879,6,3,3
"N900_RS15575","6h","SI2",3.1032,6,3,3
"N900_RS15580","6h","SI2",1.6753,6,3,3
"N900_RS15585","6h","SI2",-0.4069,6,3,3
"N900_RS15590","6h","SI2",2.3131,6,3,3
"N900_RS15600","6h","SI2",-0.31913,6,3,3
"N900_RS15615","6h","SI2",-0.27907,6,3,3
"N900_RS15620","6h","SI2",1.7371,6,3,3
"N900_RS15645","6h","SI2",2.3668,6,3,3
"N900_RS15655","6h","SI2",-1.0404,6,3,3
"N900_RS15660","6h","SI2",0.66517,6,3,3
"N900_RS15665","6h","SI2",2.0539,6,3,3
"N900_RS15670","6h","SI2",3.7909,6,3,3
"N900_RS15675","6h","SI2",3.2208,6,3,3
"N900_RS15680","6h","SI2",2.9599,6,3,3
"N900_RS15685","6h","SI2",-0.32708,6,3,3
"N900_RS15695","6h","SI2",4.8696,6,3,3
"N900_RS15705","6h","SI2",-1.478,6,3,3
"N900_RS15715","6h","SI2",0.35037,6,3,3
"N900_RS15720","6h","SI2",-0.22974,6,3,3
"N900_RS15725","6h","SI2",2.969,6,3,3
"N900_RS15730","6h","SI2",0.94973,6,3,3
"N900_RS15750","6h","SI2",0.32577,6,3,3
"N900_RS15755","6h","SI2",1.6483,6,3,3
"N900_RS15770","6h","SI2",1.4399,6,3,3
"N900_RS15780","6h","SI2",-1.3471,6,3,3
"N900_RS15785","6h","SI2",-0.72727,6,3,3
"N900_RS15790","6h","SI2",0.77791,6,3,3
"N900_RS15805","6h","SI2",2.4338,6,3,3
"N900_RS15810","6h","SI2",2.8061,6,3,3
"N900_RS15820","6h","SI2",0.18856,6,3,3
"N900_RS15825","6h","SI2",3.1755,6,3,3
"N900_RS15845","6h","SI2",-0.82979,6,3,3
"N900_RS15850","6h","SI2",-1.1735,6,3,3
"N900_RS15855","6h","SI2",0.72627,6,3,3
"N900_RS15865","6h","SI2",1.7768,6,3,3
"N900_RS15880","6h","SI2",4.0803,6,3,3
"N900_RS15885","6h","SI2",2.6836,6,3,3
"N900_RS15900","6h","SI2",1.0376,6,3,3
"N900_RS15905","6h","SI2",2.9516,6,3,3
"N900_RS15910","6h","SI2",3.6511,6,3,3
"N900_RS15915","6h","SI2",-0.37111,6,3,3
"N900_RS15920","6h","SI2",-0.19825,6,3,3
"N900_RS15925","6h","SI2",3.6257,6,3,3
"N900_RS15930","6h","SI2",0.78799,6,3,3
"N900_RS15935","6h","SI2",-0.46499,6,3,3
"N900_RS15940","6h","SI2",2.0427,6,3,3
"N900_RS15950","6h","SI2",-0.67382,6,3,3
"N900_RS15970","6h","SI2",3.7466,6,3,3
"N900_RS15990","6h","SI2",2.2014,6,3,3
"N900_RS16000","6h","SI2",2.6552,6,3,3
"N900_RS16005","6h","SI2",1.3677,6,3,3
"N900_RS16010","6h","SI2",4.0712,6,3,3
"N900_RS16015","6h","SI2",2.6398,6,3,3
"N900_RS16025","6h","SI2",3.5906,6,3,3
"N900_RS16030","6h","SI2",2.1449,6,3,3
"N900_RS16035","6h","SI2",1.8187,6,3,3
"N900_RS16060","6h","SI2",2.3905,6,3,3
"N900_RS16065","6h","SI2",0.59727,6,3,3
"N900_RS16075","6h","SI2",-2.3957,6,3,3
"N900_RS16085","6h","SI2",-0.65508,6,3,3
"N900_RS16090","6h","SI2",0.27512,6,3,3
"N900_RS16095","6h","SI2",2.0862,6,3,3
"N900_RS16100","6h","SI2",3.5191,6,3,3
"N900_RS16110","6h","SI2",0.86957,6,3,3
"N900_RS16115","6h","SI2",3.4072,6,3,3
"N900_RS16120","6h","SI2",2.4055,6,3,3
"N900_RS16125","6h","SI2",1.2381,6,3,3
"N900_RS16150","6h","SI2",3.7132,6,3,3
"N900_RS16170","6h","SI2",3.0708,6,3,3
"N900_RS16175","6h","SI2",5.0053,6,3,3
"N900_RS16185","6h","SI2",1.2238,6,3,3
"N900_RS16190","6h","SI2",0.20483,6,3,3
"N900_RS16195","6h","SI2",-0.46848,6,3,3
"N900_RS16200","6h","SI2",-0.40445,6,3,3
"N900_RS16205","6h","SI2",1.6784,6,3,3
"N900_RS16210","6h","SI2",1.69,6,3,3
"N900_RS16215","6h","SI2",3.9677,6,3,3
"N900_RS16220","6h","SI2",-1.4825,6,3,3
"N900_RS16225","6h","SI2",2.344,6,3,3
"N900_RS16230","6h","SI2",1.7478,6,3,3
"N900_RS16235","6h","SI2",2.0342,6,3,3
"N900_RS16240","6h","SI2",1.8304,6,3,3
"N900_RS16245","6h","SI2",2.1437,6,3,3
"N900_RS16255","6h","SI2",-1.4853,6,3,3
"N900_RS16260","6h","SI2",2.5129,6,3,3
"N900_RS16265","6h","SI2",1.8437,6,3,3
"N900_RS16270","6h","SI2",1.2912,6,3,3
"N900_RS16275","6h","SI2",-0.97102,6,3,3
"N900_RS16280","6h","SI2",3.9366,6,3,3
"N900_RS16285","6h","SI2",1.0097,6,3,3
"N900_RS16290","6h","SI2",-0.27721,6,3,3
"N900_RS16295","6h","SI2",0.43789,6,3,3
"N900_RS16300","6h","SI2",3.0813,6,3,3
"N900_RS16305","6h","SI2",-1.1128,6,3,3
"N900_RS16310","6h","SI2",5.4296,6,3,3
"N900_RS16315","6h","SI2",1.2156,6,3,3
"N900_RS16320","6h","SI2",0.59892,6,3,3
"N900_RS16325","6h","SI2",2.6071,6,3,3
"N900_RS16330","6h","SI2",1.4471,6,3,3
"N900_RS16335","6h","SI2",-1.8354,6,3,3
"N900_RS16345","6h","SI2",-0.55201,6,3,3
"N900_RS16350","6h","SI2",2.4304,6,3,3
"N900_RS16355","6h","SI2",2.4695,6,3,3
"N900_RS16360","6h","SI2",-0.61524,6,3,3
"N900_RS16370","6h","SI2",3.1173,6,3,3
"N900_RS16375","6h","SI2",1.398,6,3,3
"N900_RS16380","6h","SI2",0.37453,6,3,3
"N900_RS16390","6h","SI2",2.9597,6,3,3
"N900_RS16395","6h","SI2",-0.2399,6,3,3
"N900_RS16400","6h","SI2",-0.69901,6,3,3
"N900_RS16405","6h","SI2",5.368,6,3,3
"N900_RS16410","6h","SI2",2.8529,6,3,3
"N900_RS16415","6h","SI2",1.6811,6,3,3
"N900_RS16420","6h","SI2",3.5925,6,3,3
"N900_RS16425","6h","SI2",0.97881,6,3,3
"N900_RS16430","6h","SI2",-0.96439,6,3,3
"N900_RS16435","6h","SI2",1.8437,6,3,3
"N900_RS16440","6h","SI2",2.2935,6,3,3
"N900_RS16445","6h","SI2",-0.57299,6,3,3
"N900_RS16450","6h","SI2",3.5068,6,3,3
"N900_RS16455","6h","SI2",-0.006808,6,3,3
"N900_RS16465","6h","SI2",0.018793,6,3,3
"N900_RS16470","6h","SI2",2.4184,6,3,3
"N900_RS16475","6h","SI2",2.0027,6,3,3
"N900_RS16480","6h","SI2",2.7376,6,3,3
"N900_RS16485","6h","SI2",2.3052,6,3,3
"N900_RS16490","6h","SI2",4.4563,6,3,3
"N900_RS16495","6h","SI2",2.8059,6,3,3
"N900_RS16500","6h","SI2",0.90721,6,3,3
"N900_RS16505","6h","SI2",2.6648,6,3,3
"N900_RS16510","6h","SI2",2.4083,6,3,3
"N900_RS16515","6h","SI2",3.5422,6,3,3
"N900_RS16520","6h","SI2",2.0838,6,3,3
"N900_RS16525","6h","SI2",1.5978,6,3,3
"N900_RS16530","6h","SI2",1.53,6,3,3
"N900_RS16535","6h","SI2",1.2657,6,3,3
"N900_RS16540","6h","SI2",1.771,6,3,3
"N900_RS16545","6h","SI2",1.605,6,3,3
"N900_RS16550","6h","SI2",1.4184,6,3,3
"N900_RS16555","6h","SI2",0.97379,6,3,3
"N900_RS16560","6h","SI2",0.38662,6,3,3
"N900_RS16565","6h","SI2",2.7715,6,3,3
"N900_RS16570","6h","SI2",2.6117,6,3,3
"N900_RS16575","6h","SI2",1.0215,6,3,3
"N900_RS16580","6h","SI2",3.2595,6,3,3
"N900_RS16585","6h","SI2",-0.85306,6,3,3
"N900_RS16590","6h","SI2",2.0141,6,3,3
"N900_RS16595","6h","SI2",2.103,6,3,3
"N900_RS16600","6h","SI2",3.1954,6,3,3
"N900_RS16605","6h","SI2",0.37536,6,3,3
"N900_RS16610","6h","SI2",2.9216,6,3,3
"N900_RS16615","6h","SI2",1.7825,6,3,3
"N900_RS16620","6h","SI2",0.036389,6,3,3
"N900_RS16625","6h","SI2",-1.8451,6,3,3
"N900_RS16630","6h","SI2",-2.1793,6,3,3
"N900_RS16635","6h","SI2",2.3407,6,3,3
"N900_RS16640","6h","SI2",4.8727,6,3,3
"N900_RS16645","6h","SI2",1.9826,6,3,3
"N900_RS16650","6h","SI2",2.4524,6,3,3
"N900_RS16660","6h","SI2",1.5341,6,3,3
"N900_RS16665","6h","SI2",0.6679,6,3,3
"N900_RS16670","6h","SI2",3.2487,6,3,3
"N900_RS16675","6h","SI2",-0.00035018,6,3,3
"N900_RS16680","6h","SI2",-0.34213,6,3,3
"N900_RS16690","6h","SI2",-0.19795,6,3,3
"N900_RS16700","6h","SI2",2.4222,6,3,3
"N900_RS16705","6h","SI2",1.322,6,3,3
"N900_RS16710","6h","SI2",1.2673,6,3,3
"N900_RS16715","6h","SI2",3.0553,6,3,3
"N900_RS16720","6h","SI2",1.5181,6,3,3
"N900_RS16725","6h","SI2",3.0723,6,3,3
"N900_RS16730","6h","SI2",2.1357,6,3,3
"N900_RS16735","6h","SI2",4.6787,6,3,3
"N900_RS16740","6h","SI2",3.6301,6,3,3
"N900_RS16745","6h","SI2",1.9463,6,3,3
"N900_RS16750","6h","SI2",-0.34441,6,3,3
"N900_RS16755","6h","SI2",0.95159,6,3,3
"N900_RS16760","6h","SI2",0.72713,6,3,3
"N900_RS16765","6h","SI2",1.8647,6,3,3
"N900_RS16770","6h","SI2",-1.3621,6,3,3
"N900_RS16775","6h","SI2",0.00033007,6,3,3
"N900_RS16780","6h","SI2",-0.48954,6,3,3
"N900_RS16785","6h","SI2",3.2059,6,3,3
"N900_RS16790","6h","SI2",2.3287,6,3,3
"N900_RS16795","6h","SI2",2.4619,6,3,3
"N900_RS16800","6h","SI2",1.9435,6,3,3
"N900_RS16805","6h","SI2",-1.7748,6,3,3
"N900_RS16810","6h","SI2",2.9069,6,3,3
"N900_RS16815","6h","SI2",-0.20632,6,3,3
"N900_RS16820","6h","SI2",2.0416,6,3,3
"N900_RS16825","6h","SI2",4.4957,6,3,3
"N900_RS16830","6h","SI2",3.0166,6,3,3
"N900_RS16835","6h","SI2",0.93319,6,3,3
"N900_RS16840","6h","SI2",-1.151,6,3,3
"N900_RS16845","6h","SI2",1.5428,6,3,3
"N900_RS16850","6h","SI2",2.5789,6,3,3
"N900_RS16855","6h","SI2",-0.79936,6,3,3
"N900_RS16860","6h","SI2",3.9605,6,3,3
"N900_RS16865","6h","SI2",0.43018,6,3,3
"N900_RS16870","6h","SI2",3.0034,6,3,3
"N900_RS16875","6h","SI2",1.6452,6,3,3
"N900_RS16880","6h","SI2",3.6504,6,3,3
"N900_RS16885","6h","SI2",-1.4426,6,3,3
"N900_RS16890","6h","SI2",3.6537,6,3,3
"N900_RS16895","6h","SI2",2.9919,6,3,3
"N900_RS16900","6h","SI2",3.7899,6,3,3
"N900_RS16905","6h","SI2",1.4077,6,3,3
"N900_RS16915","6h","SI2",1.0838,6,3,3
"N900_RS16925","6h","SI2",2.7827,6,3,3
"N900_RS16930","6h","SI2",3.2926,6,3,3
"N900_RS16935","6h","SI2",0.17778,6,3,3
"N900_RS16940","6h","SI2",0.61263,6,3,3
"N900_RS16945","6h","SI2",3.4168,6,3,3
"N900_RS16950","6h","SI2",-0.90509,6,3,3
"N900_RS16960","6h","SI2",-1.483,6,3,3
"N900_RS16965","6h","SI2",2.1914,6,3,3
"N900_RS16970","6h","SI2",1.4675,6,3,3
"N900_RS16975","6h","SI2",2.6646,6,3,3
"N900_RS16980","6h","SI2",2.3659,6,3,3
"N900_RS16985","6h","SI2",-1.3689,6,3,3
"N900_RS16990","6h","SI2",3.0876,6,3,3
"N900_RS16995","6h","SI2",0.61374,6,3,3
"N900_RS17000","6h","SI2",2.894,6,3,3
"N900_RS17005","6h","SI2",-0.86584,6,3,3
"N900_RS17010","6h","SI2",2.3701,6,3,3
"N900_RS17015","6h","SI2",3.4085,6,3,3
"N900_RS17020","6h","SI2",1.6476,6,3,3
"N900_RS17025","6h","SI2",-0.14839,6,3,3
"N900_RS17030","6h","SI2",-0.83303,6,3,3
"N900_RS17035","6h","SI2",3.4977,6,3,3
"N900_RS17040","6h","SI2",3.9075,6,3,3
"N900_RS17045","6h","SI2",3.7416,6,3,3
"N900_RS17050","6h","SI2",1.8793,6,3,3
"N900_RS17055","6h","SI2",4.836,6,3,3
"N900_RS17060","6h","SI2",1.4455,6,3,3
"N900_RS17065","6h","SI2",-0.68702,6,3,3
"N900_RS17070","6h","SI2",3.5593,6,3,3
"N900_RS17075","6h","SI2",1.945,6,3,3
"N900_RS17080","6h","SI2",2.0388,6,3,3
"N900_RS17085","6h","SI2",2.3817,6,3,3
"N900_RS17090","6h","SI2",1.9825,6,3,3
"N900_RS17095","6h","SI2",1.4994,6,3,3
"N900_RS17100","6h","SI2",2.0323,6,3,3
"N900_RS17105","6h","SI2",0.74924,6,3,3
"N900_RS17110","6h","SI2",1.2455,6,3,3
"N900_RS17115","6h","SI2",3.09,6,3,3
"N900_RS17120","6h","SI2",2.0136,6,3,3
"N900_RS17125","6h","SI2",4.0759,6,3,3
"N900_RS17130","6h","SI2",-1.6511,6,3,3
"N900_RS17135","6h","SI2",1.5887,6,3,3
"N900_RS17140","6h","SI2",0.13063,6,3,3
"N900_RS17145","6h","SI2",1.254,6,3,3
"N900_RS17150","6h","SI2",-1.7746,6,3,3
"N900_RS17155","6h","SI2",4.0244,6,3,3
"N900_RS17160","6h","SI2",2.2547,6,3,3
"N900_RS17165","6h","SI2",2.163,6,3,3
"N900_RS17170","6h","SI2",4.3891,6,3,3
"N900_RS17175","6h","SI2",-1.1049,6,3,3
"N900_RS17180","6h","SI2",1.2957,6,3,3
"N900_RS17185","6h","SI2",0.89714,6,3,3
"N900_RS17190","6h","SI2",0.93087,6,3,3
"N900_RS17195","6h","SI2",0.50562,6,3,3
"N900_RS17200","6h","SI2",2.6171,6,3,3
"N900_RS17205","6h","SI2",0.13617,6,3,3
"N900_RS17210","6h","SI2",4.5136,6,3,3
"N900_RS17215","6h","SI2",2.6057,6,3,3
"N900_RS17220","6h","SI2",3.8511,6,3,3
"N900_RS17225","6h","SI2",2.5949,6,3,3
"N900_RS17230","6h","SI2",1.95,6,3,3
"N900_RS17235","6h","SI2",3.0716,6,3,3
"N900_RS17240","6h","SI2",3.0223,6,3,3
"N900_RS17245","6h","SI2",-0.082095,6,3,3
"N900_RS17250","6h","SI2",-0.042345,6,3,3
"N900_RS17255","6h","SI2",1.8606,6,3,3
"N900_RS17260","6h","SI2",2.0678,6,3,3
"N900_RS17265","6h","SI2",0.95326,6,3,3
"N900_RS17275","6h","SI2",-1.9643,6,3,3
"N900_RS17280","6h","SI2",0.68022,6,3,3
"N900_RS17285","6h","SI2",-0.63955,6,3,3
"N900_RS17290","6h","SI2",2.0492,6,3,3
"N900_RS17295","6h","SI2",2.5329,6,3,3
"N900_RS17300","6h","SI2",2.6514,6,3,3
"N900_RS17305","6h","SI2",-0.46782,6,3,3
"N900_RS17320","6h","SI2",1.895,6,3,3
"N900_RS17325","6h","SI2",2.4566,6,3,3
"N900_RS17330","6h","SI2",-1.2675,6,3,3
"N900_RS17335","6h","SI2",3.1548,6,3,3
"N900_RS17340","6h","SI2",-1.5364,6,3,3
"N900_RS17345","6h","SI2",-1.241,6,3,3
"N900_RS17355","6h","SI2",2.5246,6,3,3
"N900_RS17360","6h","SI2",3.101,6,3,3
"N900_RS17365","6h","SI2",4.8826,6,3,3
"N900_RS17370","6h","SI2",-0.5531,6,3,3
"N900_RS17375","6h","SI2",1.277,6,3,3
"N900_RS17380","6h","SI2",2.7494,6,3,3
"N900_RS17385","6h","SI2",-1.2224,6,3,3
"N900_RS17390","6h","SI2",-0.5514,6,3,3
"N900_RS17400","6h","SI2",1.9485,6,3,3
"N900_RS17405","6h","SI2",4.2403,6,3,3
"N900_RS17410","6h","SI2",-0.96592,6,3,3
"N900_RS17415","6h","SI2",-1.2849,6,3,3
"N900_RS17420","6h","SI2",0.00088759,6,3,3
"N900_RS17425","6h","SI2",5.068,6,3,3
"N900_RS17430","6h","SI2",2.4554,6,3,3
"N900_RS17435","6h","SI2",2.3233,6,3,3
"N900_RS17440","6h","SI2",3.4751,6,3,3
"N900_RS17445","6h","SI2",1.8502,6,3,3
"N900_RS17450","6h","SI2",2.9693,6,3,3
"N900_RS17455","6h","SI2",1.951,6,3,3
"N900_RS17460","6h","SI2",3.3312,6,3,3
"N900_RS17465","6h","SI2",2.0204,6,3,3
"N900_RS17480","6h","SI2",0.22106,6,3,3
"N900_RS17485","6h","SI2",3.5468,6,3,3
"N900_RS17490","6h","SI2",3.3503,6,3,3
"N900_RS17505","6h","SI2",4.9395,6,3,3
"N900_RS17510","6h","SI2",2.7209,6,3,3
"N900_RS17515","6h","SI2",3.3486,6,3,3
"N900_RS17520","6h","SI2",-0.32205,6,3,3
"N900_RS17525","6h","SI2",2.8279,6,3,3
"N900_RS17530","6h","SI2",2.447,6,3,3
"N900_RS17535","6h","SI2",3.0362,6,3,3
"N900_RS17540","6h","SI2",2.1121,6,3,3
"N900_RS17545","6h","SI2",2.4343,6,3,3
"N900_RS17550","6h","SI2",1.8222,6,3,3
"N900_RS17555","6h","SI2",6.0096,6,3,3
"N900_RS17560","6h","SI2",-1.5608,6,3,3
"N900_RS17565","6h","SI2",-0.16356,6,3,3
"N900_RS17570","6h","SI2",2.0056,6,3,3
"N900_RS17575","6h","SI2",-0.10629,6,3,3
"N900_RS17580","6h","SI2",3.0528,6,3,3
"N900_RS17585","6h","SI2",3.7576,6,3,3
"N900_RS17590","6h","SI2",2.8265,6,3,3
"N900_RS17595","6h","SI2",-0.91831,6,3,3
"N900_RS17600","6h","SI2",-0.97639,6,3,3
"N900_RS17605","6h","SI2",0.17394,6,3,3
"N900_RS17610","6h","SI2",1.931,6,3,3
"N900_RS17615","6h","SI2",2.333,6,3,3
"N900_RS17620","6h","SI2",2.9279,6,3,3
"N900_RS17625","6h","SI2",2.0802,6,3,3
"N900_RS17630","6h","SI2",4.0697,6,3,3
"N900_RS17635","6h","SI2",1.9218,6,3,3
"N900_RS17640","6h","SI2",3.1953,6,3,3
"N900_RS17645","6h","SI2",2.7095,6,3,3
"N900_RS17650","6h","SI2",2.458,6,3,3
"N900_RS17655","6h","SI2",0.98386,6,3,3
"N900_RS17660","6h","SI2",3.1966,6,3,3
"N900_RS17665","6h","SI2",2.806,6,3,3
"N900_RS17670","6h","SI2",1.3574,6,3,3
"N900_RS17675","6h","SI2",1.3538,6,3,3
"N900_RS17680","6h","SI2",0.89681,6,3,3
"N900_RS17685","6h","SI2",1.8649,6,3,3
"N900_RS17690","6h","SI2",2.9645,6,3,3
"N900_RS17695","6h","SI2",1.2892,6,3,3
"N900_RS17700","6h","SI2",2.3231,6,3,3
"N900_RS17705","6h","SI2",2.2408,6,3,3
"N900_RS17710","6h","SI2",3.463,6,3,3
"N900_RS17715","6h","SI2",0.99382,6,3,3
"N900_RS17725","6h","SI2",1.9994,6,3,3
"N900_RS17730","6h","SI2",2.7383,6,3,3
"N900_RS17735","6h","SI2",-1.612,6,3,3
"N900_RS17740","6h","SI2",2.7973,6,3,3
"N900_RS17745","6h","SI2",1.0536,6,3,3
"N900_RS17750","6h","SI2",3.4715,6,3,3
"N900_RS17755","6h","SI2",-1.2383,6,3,3
"N900_RS17760","6h","SI2",2.3287,6,3,3
"N900_RS17765","6h","SI2",2.5154,6,3,3
"N900_RS17770","6h","SI2",1.1031,6,3,3
"N900_RS17775","6h","SI2",2.4765,6,3,3
"N900_RS17780","6h","SI2",3.4847,6,3,3
"N900_RS17785","6h","SI2",2.3374,6,3,3
"N900_RS17790","6h","SI2",2.2755,6,3,3
"N900_RS17795","6h","SI2",1.042,6,3,3
"N900_RS17800","6h","SI2",1.7189,6,3,3
"N900_RS17815","6h","SI2",-0.93894,6,3,3
"N900_RS17820","6h","SI2",2.5143,6,3,3
"N900_RS17825","6h","SI2",2.7301,6,3,3
"N900_RS17830","6h","SI2",1.9005,6,3,3
"N900_RS17840","6h","SI2",1.0959,6,3,3
"N900_RS17845","6h","SI2",-0.991,6,3,3
"N900_RS17850","6h","SI2",2.681,6,3,3
"N900_RS17855","6h","SI2",3.147,6,3,3
"N900_RS17860","6h","SI2",0.8934,6,3,3
"N900_RS17865","6h","SI2",0.92957,6,3,3
"N900_RS17870","6h","SI2",0.30456,6,3,3
"N900_RS17875","6h","SI2",3.9767,6,3,3
"N900_RS17880","6h","SI2",2.2376,6,3,3
"N900_RS17885","6h","SI2",2.3131,6,3,3
"N900_RS17890","6h","SI2",3.228,6,3,3
"N900_RS17900","6h","SI2",0.03728,6,3,3
